,Species,Country_of_Origin,Harvest_Year,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,Category_One_Defects,Color,Category_Two_Defects,Certification_Body,altitude_mean_meters,Total_Cup_Points,Points_Tiers
406,Arabica,Costa Rica,2013,Catuai,Washed/Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,0.11,0,Green,3,Specialty Coffee Association of Costa Rica,1200.0,83.33,Good Specialty
408,Arabica,Haiti,2012,Typica,Washed/Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,0.11,0,Green,4,Specialty Coffee Association,1280.16,83.33,Good Specialty
409,Arabica,Colombia,2013,Caturra,Natural/Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,0.11,0,Green,1,Almacafé,1000.0,83.33,Good Specialty
410,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,Green,3,Asociacion Nacional Del Café,1310.64,83.33,Good Specialty
413,Arabica,Colombia,2012,Caturra,Washed/Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,0.0,0,Green,1,Almacafé,1750.0,83.33,Good Specialty
416,Arabica,Mexico,2017,Typica,Washed/Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,0.11,0,Blue-Green,0,Centro Agroecológico del Café A.C.,1600.0,83.25,Good Specialty
417,Arabica,Costa Rica,2016,Catuai,Pulped natural/honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,Green,0,Specialty Coffee Association,1900.0,83.25,Good Specialty
419,Arabica,Guatemala,2016,Pacas,Washed/Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,Green,7,Asociacion Nacional Del Café,2100.0,83.25,Good Specialty
422,Arabica,Colombia,2016,Caturra,Natural/Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,0.0,0,Green,2,Almacafé,442.0,83.25,Good Specialty
423,Arabica,Mexico,2015,Typica,Natural/Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,0.12,0,Bluish-Green,2,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,1261.0,83.25,Good Specialty
424,Arabica,Taiwan,2015,Bourbon,Washed/Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,0.1,0,Blue-Green,0,Specialty Coffee Association,1000.0,83.25,Good Specialty
425,Arabica,Taiwan,2014,Typica,Washed/Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,0.1,0,Green,0,Blossom Valley International,800.0,83.25,Good Specialty
426,Arabica,Colombia,2014,Caturra,Natural/Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,0.0,0,Green,0,Almacafé,1483.0,83.25,Good Specialty
427,Arabica,Guatemala,2014,Caturra,Washed/Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,0.1,0,Green,1,Asociacion Nacional Del Café,1500.0,83.25,Good Specialty
428,Arabica,Colombia,2013,Caturra,Washed/Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,Green,1,Almacafé,1750.0,83.25,Good Specialty
429,Arabica,Mexico,2013,Bourbon,Washed/Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,0.12,0,Green,6,AMECAFE,1300.0,83.25,Good Specialty
432,Arabica,Mexico,2012,Caturra,Washed/Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,0.12,0,Blue-Green,0,AMECAFE,1000.0,83.25,Good Specialty
433,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,0.11,0,Green,9,Asociacion Nacional Del Café,1310.64,83.25,Good Specialty
434,Arabica,Brazil,2012,Yellow Bourbon,Semi-washed/Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.11,0,Blue-Green,1,NUCOFFEE,1200.0,83.25,Good Specialty
435,Arabica,Colombia,2012,Caturra,Washed/Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,0.12,0,Green,1,Almacafé,175.0,83.25,Good Specialty
436,Arabica,Colombia,2012,Caturra,Washed/Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,0.11,0,Green,0,Almacafé,1775.0,83.25,Good Specialty
440,Arabica,Brazil,2018,Bourbon,Natural/Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,0.11,0,Green,4,Brazil Specialty Coffee Association,890.0,83.17,Good Specialty
441,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,0.1,0,Green,1,Asociacion Nacional Del Café,1901.0,83.17,Good Specialty
442,Arabica,"Tanzania, United Republic Of",2016,Bourbon,Washed/Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,0.12,0,Green,3,Tanzanian Coffee Board,168.0,83.17,Good Specialty
444,Arabica,Vietnam,2017,Catimor,Natural/Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,0.07,0,None,0,Specialty Coffee Association,1550.0,83.17,Good Specialty
445,Arabica,Guatemala,2016,Caturra,Washed/Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,0.11,2,Green,3,Asociacion Nacional Del Café,1500.0,83.17,Good Specialty
446,Arabica,Honduras,2016,Catuai,Washed/Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,Blue-Green,1,Instituto Hondureño del Café,1450.0,83.17,Good Specialty
447,Arabica,China,2015,Catimor,Washed/Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,Green,0,Yunnan Coffee Exchange,1200.0,83.17,Good Specialty
448,Arabica,China,2015,Catimor,Washed/Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,0.1,0,Green,3,Yunnan Coffee Exchange,1600.0,83.17,Good Specialty
449,Arabica,El Salvador,2016,Bourbon,Washed/Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,0.0,0,Green,0,Salvadoran Coffee Council,1350.0,83.17,Good Specialty
450,Arabica,Guatemala,2015,Bourbon,Washed/Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,1,Asociacion Nacional Del Café,1500.0,83.17,Good Specialty
451,Arabica,Guatemala,2015,Bourbon,Washed/Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,Green,3,Asociacion Nacional Del Café,1650.0,83.17,Good Specialty
452,Arabica,Kenya,2014,SL28,Washed/Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,0.1,0,Bluish-Green,1,Kenya Coffee Traders Association,250.5,83.17,Good Specialty
454,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,0.13,0,Bluish-Green,6,Africa Fine Coffee Association,1653.0,83.17,Good Specialty
456,Arabica,Uganda,2014,SL14,Washed/Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,0.1,0,Bluish-Green,0,Uganda Coffee Development Authority,1800.0,83.17,Good Specialty
458,Arabica,Honduras,2013,Catuai,Natural/Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.1,0,Green,5,Instituto Hondureño del Café,1450.0,83.17,Good Specialty
459,Arabica,Honduras,2015,Caturra,Natural/Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,Green,3,Instituto Hondureño del Café,1350.0,83.17,Good Specialty
460,Arabica,Guatemala,2014,Catuai,Washed/Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,0.09,0,Green,1,Asociacion Nacional Del Café,1524.0,83.17,Good Specialty
462,Arabica,"Tanzania, United Republic Of",2014,Bourbon,Washed/Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,0.12,0,Green,1,Tanzanian Coffee Board,1800.0,83.17,Good Specialty
463,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,Green,2,Asociacion Nacional Del Café,1310.64,83.17,Good Specialty
464,Arabica,Mexico,2013,Typica,Washed/Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,0.11,0,Green,2,AMECAFE,1500.0,83.17,Good Specialty
465,Arabica,Mexico,2012,Typica,Washed/Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,0.12,3,None,8,AMECAFE,532.0,83.17,Good Specialty
466,Arabica,Mexico,2012,Pacamara,Washed/Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,0.14,0,None,10,AMECAFE,1089.0,83.17,Good Specialty
467,Arabica,Colombia,2012,Caturra,Washed/Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,0.11,1,Green,2,Almacafé,1775.0,83.17,Good Specialty
468,Arabica,Mexico,2012,Typica,Washed/Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,0.13,0,Green,5,AMECAFE,700.0,83.17,Good Specialty
469,Arabica,Colombia,2012,Caturra,Washed/Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,0.11,0,Blue-Green,0,Almacafé,1750.0,83.17,Good Specialty
471,Arabica,Brazil,2012,Mundo Novo,Natural/Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,0.12,0,Green,1,NUCOFFEE,1000.0,83.17,Good Specialty
472,Arabica,Brazil,2012,Mundo Novo,Natural/Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,0.11,0,Green,4,NUCOFFEE,950.0,83.17,Good Specialty
473,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,0.0,0,Green,10,Specialty Coffee Association,1402.08,83.17,Good Specialty
474,Arabica,Brazil,2011,Mundo Novo,Semi-washed/Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,0.12,0,Blue-Green,3,NUCOFFEE,1000.0,83.17,Good Specialty
478,Arabica,Colombia,2016,Caturra,Washed/Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,0.0,0,Green,4,Almacafé,1799.0,83.08,Good Specialty
480,Arabica,Brazil,2015,Yellow Bourbon,Pulped natural/honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,0.11,0,Bluish-Green,2,Brazil Specialty Coffee Association,905.0,83.08,Good Specialty
481,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,0.0,0,Green,3,Brazil Specialty Coffee Association,1.0,83.08,Good Specialty
482,Arabica,Taiwan,2015,Typica,Natural/Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,0.0,0,Green,0,Specialty Coffee Association,750.0,83.08,Good Specialty
484,Arabica,Brazil,2015,Bourbon,Washed/Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,0.0,0,Green,1,Specialty Coffee Association,1200.0,83.08,Good Specialty
485,Arabica,Costa Rica,2014,Catuai,Washed/Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,0.1,0,Green,3,Specialty Coffee Association of Costa Rica,1300.0,83.08,Good Specialty
496,Arabica,Brazil,2018,Bourbon,Natural/Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,0.0,0,Green,4,Brazil Specialty Coffee Association,890.0,83.0,Good Specialty
497,Arabica,Brazil,2016,Bourbon,Natural/Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,0.11,0,Green,5,Brazil Specialty Coffee Association,894.0,83.0,Good Specialty
498,Arabica,Brazil,2016,Bourbon,Natural/Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,0.11,0,Bluish-Green,3,Brazil Specialty Coffee Association,872.0,83.0,Good Specialty
499,Arabica,Uganda,2015,Bourbon,Washed/Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,0.12,0,Green,6,Uganda Coffee Development Authority,1473.0,83.0,Good Specialty
500,Arabica,Uganda,2015,Bourbon,Natural/Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,0.12,0,Green,8,Uganda Coffee Development Authority,1645.0,83.0,Good Specialty
502,Arabica,Vietnam,2014,Caturra,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,0.0,0,Green,0,Specialty Coffee Association,1550.0,83.0,Good Specialty
503,Arabica,Guatemala,2015,Catuai,Washed/Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,0.11,0,Green,3,Asociacion Nacional Del Café,1550.0,83.0,Good Specialty
504,Arabica,Guatemala,2015,Catuai,Washed/Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,0.11,0,Green,2,Asociacion Nacional Del Café,1371.6,83.0,Good Specialty
505,Arabica,Guatemala,2015,Bourbon,Washed/Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,0.11,0,Green,2,Asociacion Nacional Del Café,1500.0,83.0,Good Specialty
506,Arabica,Brazil,2014,Catuai,Natural/Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,7.58,0.0,0,Green,0,Brazil Specialty Coffee Association,1000.0,83.0,Good Specialty
507,Arabica,Taiwan,2014,Typica,Washed/Wet,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,0.08,0,Green,0,Blossom Valley International,1200.0,83.0,Good Specialty
508,Arabica,Uganda,2013,SL14,Washed/Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,0.12,0,Green,0,Uganda Coffee Development Authority,1800.0,83.0,Good Specialty
509,Arabica,United States (Puerto Rico),2013,Other,Washed/Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,7.42,0.0,0,Bluish-Green,0,Specialty Coffee Association,853.44,83.0,Good Specialty
510,Arabica,Guatemala,2014,Bourbon,Washed/Wet,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,7.42,0.1,1,Green,0,Asociacion Nacional Del Café,1500.0,83.0,Good Specialty
511,Arabica,Costa Rica,2013,Catuai,Washed/Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,0.11,0,Green,3,Specialty Coffee Association of Costa Rica,1200.0,83.0,Good Specialty
512,Arabica,Brazil,2014,Yellow Bourbon,Semi-washed/Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,0.12,0,Bluish-Green,4,Specialty Coffee Association,1250.0,83.0,Good Specialty
513,Arabica,Colombia,2013,Caturra,Washed/Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,0.11,1,Green,1,Almacafé,1775.0,83.0,Good Specialty
514,Arabica,Colombia,2013,Caturra,Washed/Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,7.58,0.0,0,Green,0,Almacafé,1750.0,83.0,Good Specialty
515,Arabica,Colombia,2013,Caturra,Natural/Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,7.5,0.11,0,Green,1,Almacafé,1000.0,83.0,Good Specialty
516,Arabica,Colombia,2013,Caturra,Natural/Dry,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,7.58,0.0,0,Green,2,Almacafé,1000.0,83.0,Good Specialty
517,Arabica,Colombia,2012,Caturra,Washed/Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,0.11,1,Green,2,Almacafé,1775.0,83.0,Good Specialty
518,Arabica,Mexico,2012,Typica,Washed/Wet,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.58,0.11,0,Green,20,AMECAFE,750.0,83.0,Good Specialty
519,Arabica,Mexico,2012,Typica,Semi-washed/Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,7.83,0.11,0,Green,7,AMECAFE,1200.0,83.0,Good Specialty
520,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,0.11,5,Green,8,AMECAFE,1200.0,83.0,Good Specialty
522,Arabica,Colombia,2012,Caturra,Washed/Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,7.58,0.0,0,Green,4,Almacafé,1625.0,83.0,Good Specialty
523,Arabica,Colombia,2012,Caturra,Washed/Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,7.5,0.11,0,Green,0,Almacafé,1750.0,83.0,Good Specialty
524,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,7.33,0.1,0,Green,2,Asociacion Nacional Del Café,1371.6,83.0,Good Specialty
525,Arabica,Colombia,2011,Caturra,Washed/Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,7.5,0.12,0,Bluish-Green,0,Almacafé,1775.0,83.0,Good Specialty
533,Arabica,Brazil,2018,Bourbon,Natural/Dry,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,0.0,0,Green,0,Brazil Specialty Coffee Association,890.0,82.92,Good Specialty
534,Arabica,El Salvador,2017,Bourbon,Washed/Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,7.5,0.0,0,Green,1,Salvadoran Coffee Council,1350.0,82.92,Good Specialty
535,Arabica,Colombia,2017,Caturra,Washed/Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,7.58,0.11,0,Green,1,Almacafé,1500.0,82.92,Good Specialty
536,Arabica,Taiwan,2016,Caturra,Natural/Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,0.09,31,Green,0,Specialty Coffee Association,350.0,82.92,Good Specialty
537,Arabica,Ethiopia,2016,Ethiopian Heirlooms,Washed/Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.58,0.0,1,Bluish-Green,20,Blossom Valley International,2000.0,82.92,Good Specialty
538,Arabica,Taiwan,2014,Typica,Natural/Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,7.58,0.0,0,Green,9,Blossom Valley International,775.0,82.92,Good Specialty
539,Arabica,Philippines,2015,Other,Washed/Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,Blue-Green,1,Torch Coffee Lab Yunnan,1200.0,82.92,Good Specialty
540,Arabica,Philippines,2014,Other,Washed/Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,7.42,0.0,0,Bluish-Green,0,Specialty Coffee Association,1600.0,82.92,Good Specialty
541,Arabica,Mexico,2015,Typica,Natural/Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.58,0.13,0,Blue-Green,3,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,1059.0,82.92,Good Specialty
542,Arabica,Mexico,2015,Bourbon,Washed/Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,7.42,0.12,2,Bluish-Green,8,Specialty Coffee Association,1300.0,82.92,Good Specialty
543,Arabica,Brazil,2015,Moka Peaberry,Semi-washed/Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,7.58,0.11,0,Green,16,Brazil Specialty Coffee Association,11000.0,82.92,Good Specialty
544,Arabica,Uganda,2013,SL14,Washed/Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,0.12,0,Green,0,Uganda Coffee Development Authority,1650.0,82.92,Good Specialty
545,Arabica,Uganda,2013,SL14,Washed/Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.12,0,Green,4,Uganda Coffee Development Authority,1400.0,82.92,Good Specialty
546,Arabica,Guatemala,2014,Bourbon,Washed/Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,0.1,0,Green,1,Asociacion Nacional Del Café,1500.0,82.92,Good Specialty
547,Arabica,Guatemala,2014,Caturra,Natural/Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,0.1,0,Green,2,Asociacion Nacional Del Café,1500.0,82.92,Good Specialty
549,Arabica,Colombia,2013,Caturra,Washed/Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,7.58,0.11,0,Green,2,Almacafé,1900.0,82.92,Good Specialty
550,Arabica,Colombia,2013,Caturra,Natural/Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,7.67,0.0,0,Bluish-Green,0,Almacafé,1750.0,82.92,Good Specialty
551,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,7.5,0.11,0,Green,2,Asociacion Nacional Del Café,1706.88,82.92,Good Specialty
552,Arabica,Colombia,2013,Other,Washed/Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,0.11,3,Green,5,Almacafé,1450.0,82.92,Good Specialty
553,Arabica,Mexico,2012,Typica,Natural/Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.83,0.1,0,Green,4,AMECAFE,1248.0,82.92,Good Specialty
554,Arabica,Vietnam,2012,Other,Natural/Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,7.67,0.0,0,None,17,Specialty Coffee Association,1040.0,82.92,Good Specialty
555,Arabica,Mexico,2012,Typica,Washed/Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,7.75,0.14,1,Green,4,AMECAFE,1400.0,82.92,Good Specialty
559,Arabica,Kenya,2017,SL28,Washed/Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,Green,3,Kenya Coffee Traders Association,1754.0,82.83,Good Specialty
560,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,0.11,1,Green,2,Asociacion Nacional Del Café,1700.0,82.83,Good Specialty
561,Arabica,Brazil,2015,Yellow Bourbon,Pulped natural/honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,0.11,0,Bluish-Green,2,Brazil Specialty Coffee Association,905.0,82.83,Good Specialty
562,Arabica,El Salvador,2016,Pacas,Washed/Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,0.0,0,Green,4,Salvadoran Coffee Council,1250.0,82.83,Good Specialty
563,Arabica,Rwanda,2015,Bourbon,Washed/Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,0.11,0,Bluish-Green,0,Specialty Coffee Association,1900.0,82.83,Good Specialty
564,Arabica,Vietnam,2014,Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,0.11,11,Green,0,Specialty Coffee Association,1040.0,82.83,Good Specialty
565,Arabica,Guatemala,2015,Bourbon,Washed/Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,2,Asociacion Nacional Del Café,1219.2,82.83,Good Specialty
566,Arabica,Brazil,2015,Catuai,Natural/Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,0.12,2,Green,6,Brazil Specialty Coffee Association,900.0,82.83,Good Specialty
569,Arabica,Guatemala,2014,Bourbon,Washed/Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,0.1,0,Green,4,Asociacion Nacional Del Café,1500.0,82.83,Good Specialty
570,Arabica,Colombia,2013,Typica,Natural/Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,0.0,4,Green,4,Almacafé,1800.0,82.83,Good Specialty
571,Arabica,Colombia,2013,Caturra,Washed/Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,Green,3,Almacafé,1775.0,82.83,Good Specialty
572,Arabica,"Tanzania, United Republic Of",2012,Arusha,Washed/Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,0.11,0,Green,5,Tanzanian Coffee Board,1400.0,82.83,Good Specialty
573,Arabica,Mexico,2012,Caturra,Washed/Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.12,2,Green,10,AMECAFE,1550.0,82.83,Good Specialty
574,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,0.12,0,Blue-Green,7,AMECAFE,1250.0,82.83,Good Specialty
575,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,0.11,0,Green,10,Asociacion Nacional Del Café,1310.64,82.83,Good Specialty
579,Arabica,Guatemala,2017,Caturra,Washed/Wet,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,7.5,0.11,0,Green,8,Asociacion Nacional Del Café,1800.0,82.75,Good Specialty
580,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,7.5,0.11,0,Green,4,Asociacion Nacional Del Café,1700.0,82.75,Good Specialty
581,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.58,0.1,0,Green,1,Asociacion Nacional Del Café,1219.2,82.75,Good Specialty
582,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.67,0.1,0,Green,1,Asociacion Nacional Del Café,1219.2,82.75,Good Specialty
583,Arabica,Indonesia,2017,Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,0.12,0,Blue-Green,15,Specialty Coffee Association of Indonesia,1500.0,82.75,Good Specialty
584,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,7.67,0.12,0,Green,0,Asociacion Nacional Del Café,157.8864,82.75,Good Specialty
